# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
0.000000 0.061550 0.103700 0.154450 0.205550 0.352450 0.288500 0.183900 0.190950 0.203750 3.190996 2.949102 7.933004 0.141950 0.158407 -0.545039 80.362610 0.049700 0.087500 0.120600 0.218700 0.300450 0.237950 0.161500 0.191000 0.207650 2.399833 2.042190 5.099792 0.290070 0.448491 -0.550115 83.311386 7.037046
1.000000 0.025800 0.053600 0.065850 0.250100 0.242600 0.149250 0.118450 0.196600 0.227850 2.117773 2.073113 6.849435 0.580691 1.034131 -0.638228 81.310524 0.033850 0.059900 0.071800 0.231200 0.266500 0.179850 0.117200 0.184650 0.208850 2.030804 1.922253 5.874920 0.525107 0.903730 -0.633081 81.366302 7.682954
0.000000 0.142300 0.170800 0.204800 0.254000 0.256900 0.224900 0.229400 0.247700 0.257000 3.080522 2.652560 7.423802 0.071278 0.103104 -0.193384 127.942314 0.149300 0.183200 0.209600 0.273500 0.264000 0.229600 0.234200 0.266900 0.274400 2.970698 2.459573 7.250106 0.108663 0.211971 -0.196399 115.748795 10.441637
1.000000 0.024600 0.063250 0.062450 0.334600 0.266900 0.171000 0.130550 0.286100 0.322300 2.255322 1.944449 4.516310 0.686079 1.498851 -0.617246 81.934471 0.042100 0.079500 0.100600 0.365850 0.316250 0.204950 0.165200 0.299650 0.339550 2.069267 1.548341 3.827542 0.568664 1.333789 -0.598333 81.657166 6.009252
1.000000 0.214800 0.292300 0.363600 0.430300 0.526100 0.498800 0.369450 0.381250 0.394600 3.686833 2.633507 7.311476 0.084056 0.177952 -0.287656 124.156097 0.160350 0.222750 0.279150 0.417500 0.459850 0.406800 0.316650 0.366200 0.383000 3.395501 2.453638 6.820685 0.197834 0.545651 -0.345828 123.202812 5.152533
1.000000 0.071200 0.127400 0.256600 0.328000 0.512000 0.449700 0.296100 0.308700 0.320800 3.970627 3.184417 8.703174 0.119497 0.152070 -0.602396 91.412079 0.059200 0.101200 0.192100 0.312300 0.439400 0.355000 0.238400 0.272200 0.289500 2.801445 2.022553 5.488842 0.236650 0.417864 -0.621187 84.895172 4.750731
0.000000 0.032250 0.049250 0.056400 0.142300 0.217150 0.160850 0.085000 0.117700 0.131800 2.879148 3.125012 7.182990 0.431953 0.510262 -0.630246 187.156494 0.042300 0.057000 0.062750 0.152950 0.214200 0.160100 0.091950 0.128100 0.141300 2.476883 2.620321 6.999533 0.419161 0.556662 -0.579139 188.515625 1.075475
1.000000 0.083100 0.173300 0.268500 0.345700 0.475400 0.418500 0.301000 0.327900 0.342600 3.797036 3.024312 7.845018 0.127127 0.192103 -0.466848 124.205795 0.061900 0.126900 0.186800 0.355900 0.373100 0.301300 0.233100 0.312900 0.340300 3.300666 2.677108 6.945847 0.304425 0.639600 -0.492156 123.191368 5.803495
1.000000 0.150000 0.197400 0.250100 0.311200 0.464000 0.406400 0.273200 0.284800 0.297800 4.099696 3.260234 8.478002 0.109292 0.214215 -0.400178 127.416969 0.242400 0.312000 0.400600 0.488500 0.588800 0.543000 0.439900 0.449200 0.466000 3.618414 2.529116 7.658381 0.098607 0.263560 -0.300536 126.753891 5.000000
1.000000 0.089450 0.131250 0.181000 0.242150 0.398900 0.342650 0.196350 0.212750 0.226150 3.905123 3.274777 7.814928 0.145531 0.220950 -0.507036 127.789299 0.159300 0.236000 0.335700 0.423650 0.536100 0.493950 0.353850 0.374850 0.386700 3.673537 2.699356 7.531013 0.114927 0.233620 -0.389827 127.235336 11.625758
